,blockNumber,timeStamp,gasUsed,gasPrice,value
519,11169931,1604217602,198355,101000000000,1000000000000000000
520,11172140,1604246401,198367,101000000000,1000000000000000000
521,11174328,1604275208,198355,101000000000,1000000000000000000
522,11176432,1604304021,198367,101000000000,1000000000000000000
523,11178613,1604332807,198355,114000000000,1000000000000000000
524,11180802,1604361612,202382,151000000000,1000000000000000000
525,11182986,1604390406,204433,151000000000,1000000000000000000
526,11185128,1604419200,289567,177000000000,1000000000000000000
527,11187320,1604448000,389632,15001000000000,1000000000000000000
528,11189465,1604476829,224109,501000000000,1000000000000000000
529,11191618,1604505603,219476,151000000000,1000000000000000000
530,11193847,1604534417,200540,151000000000,1000000000000000000
531,11195961,1604563225,308998,175000000000,1000000000000000000
532,11198166,1604592003,204462,201000000000,1000000000000000000
533,11200361,1604620816,200502,201000000000,1000000000000000000
534,11202571,1604649604,200514,201000000000,1000000000000000000
535,11204337,1604673010,45868,67000000000,26367051746237
536,11204337,1604673010,76598,67000000000,27000000000000000000
537,11204742,1604678405,204450,201000000000,1000000000000000000
538,11206900,1604707203,204462,201000000000,1000000000000000000
539,11209095,1604736039,200502,201000000000,1000000000000000000
540,11211236,1604764825,204488,201000000000,1000000000000000000
541,11213401,1604793612,204450,201000000000,1000000000000000000
542,11215569,1604822418,200540,201000000000,1000000000000000000
543,11217703,1604851200,246642,252000000000,1000000000000000000
544,11219938,1604880008,200540,217000000000,1000000000000000000
545,11222069,1604908804,444202,600000000000,1000000000000000000
546,11224249,1604937600,219488,225000000000,1000000000000000000
547,11226445,1604966403,378371,21150000000001,1000000000000000000
548,11228635,1604995208,770806,888000000000,1000000000000000000
549,11230722,1605024002,415432,125130000000000,1000000000000000000
550,11232897,1605052815,293026,2005000000000,1000000000000000000
551,11235102,1605081617,719869,3227000000000,1000000000000000000
552,11237290,1605110419,382947,16039688440148,1000000000000000000
553,11239425,1605139220,467115,39762554484844,1000000000000000000
554,11241621,1605168028,260635,4121000000000,1000000000000000000
555,11243729,1605196807,219476,101000000000,1000000000000000000
556,11245938,1605225628,204488,101000000000,1000000000000000000
557,11248159,1605254433,204476,101000000000,1000000000000000000
558,11250295,1605283210,381527,13017653416509,1000000000000000000
559,11252471,1605312019,422124,116538000000000,1000000000000000000
